Transaction_ID,Date,Time_of_Purchase,Customer_ID,Customer_Name,Age,Gender,Income_Level,Visit_Frequency,Customer_Category,Loyalty_Member,Products,Product_Categories,Total_Items,Total_Cost,Payment_Method,Discount_Applied,City,Region,Store_Type,Street,Season,Day_of_Week
TXN9169528,2024-02-16,11:02:55,CUST54386,Saksham Bumb,63,Male,High,Occasional,Budget Buyer,Yes,"Lamp, Dry Fruits","Home Decor, Snacks",2,1487.4099999999999,Credit Card,0.0,Lucknow,North,Supermarket,"080, Dugar Road, Lucknow, India",Winter,Friday
TXN7007151,2025-01-18,11:02:55,CUST59910,Kartik Deo,51,Female,Low,Weekly,Luxury Shopper,Yes,"Face Cream, Trousers, Jeans, Trousers","Personal Care, Clothing, Clothing, Clothing",4,9751.63,UPI,24.4,Jaipur,North,Supermarket,"049, Chahal Circle, Jaipur, India",Winter,Saturday
TXN4902126,2024-06-15,11:02:55,CUST74463,Vedika Kata,49,Male,Middle,Monthly,Frequent Shopper,No,"Soap, Green Tea","Personal Care, Beverages",2,5154.12,Debit Card,20.7,Chennai,South,Supermarket,"H.No. 002, Sodhi Marg, Chennai, India",Summer,Saturday
TXN2495582,2024-04-10,11:02:55,CUST77439,Stuvan Ganguly,26,Female,High,Occasional,First-Time Shopper,No,"Soap, Soap, Fruit Juice","Personal Care, Personal Care, Beverages",3,3332.58,Net Banking,0.0,Jaipur,North,Supermarket,"H.No. 75, Tak Ganj, Jaipur, India",Spring,Wednesday
TXN8376310,2024-07-29,11:02:55,CUST92457,Zara Dhillon,47,Male,High,Occasional,First-Time Shopper,No,"Flower Vase, Cushion Covers","Home Decor, Home Decor",2,8534.93,Net Banking,6.83,Chennai,South,Supermarket,"16/382, Baria Path, Chennai, India",Summer,Monday
TXN1473473,2024-05-29,11:02:55,CUST55836,Anaya Varma,63,Female,Middle,Occasional,Frequent Shopper,Yes,"Lamp, Coffee, Smartwatch","Home Decor, Groceries, Electronics",3,2578.61,Cash,1.59,Mumbai,West,Supermarket,"303, Kulkarni Path, Mumbai, India",Spring,Wednesday
TXN2927231,2024-12-08,11:02:55,CUST43968,Dhruv Khanna,28,Female,Low,Occasional,Budget Buyer,No,"Spices, Smartwatch","Groceries, Electronics",2,3265.9500000000003,Credit Card,14.04,Delhi,North,Supermarket,"633, Magar Nagar, Delhi, India",Winter,Sunday
TXN4074272,2024-11-07,11:02:55,CUST27538,Vardaniya Shere,62,Female,High,Monthly,Budget Buyer,Yes,Rice,Groceries,1,973.97,Net Banking,0.0,Pune,West,Supermarket,"H.No. 80, Walia Circle, Pune, India",Autumn,Thursday
TXN6634063,2024-09-06,11:02:55,CUST15974,Rania Baral,28,Female,Middle,Occasional,Budget Buyer,No,"Biscuits, Sugar, Bread","Snacks, Groceries, Groceries",3,9485.54,Debit Card,0.0,Jaipur,North,Supermarket,"H.No. 258, Dora Nagar, Jaipur, India",Autumn,Friday
TXN5647334,2024-04-09,11:02:55,CUST65274,Rati Wable,61,Male,High,Weekly,First-Time Shopper,Yes,"Noodles, Tablet, Lamp, Green Tea","Snacks, Electronics, Home Decor, Beverages",4,11099.31,Credit Card,0.0,Chennai,South,Supermarket,"065, Khurana Chowk, Chennai, India",Spring,Tuesday
TXN6617421,2025-01-23,11:02:55,CUST62735,Divij Bedi,33,Male,Low,Monthly,Budget Buyer,No,"Bluetooth Speaker, Dal","Electronics, Groceries",2,7436.58,Net Banking,0.0,Chennai,South,Supermarket,"716, Bera Circle, Chennai, India",Winter,Thursday
TXN7617164,2024-11-08,11:02:55,CUST57420,Jivika Lanka,53,Male,High,Occasional,First-Time Shopper,No,"Bluetooth Speaker, Energy Drink, Shirt, Bluetooth Speaker","Electronics, Beverages, Clothing, Electronics",4,4069.57,Debit Card,22.78,Bangalore,South,Supermarket,"H.No. 766, Gour Ganj, Bangalore, India",Autumn,Friday
TXN5814918,2024-12-18,11:02:55,CUST32463,Dharmajan Ganesan,51,Male,High,Weekly,Frequent Shopper,No,"Soap, Shampoo","Personal Care, Personal Care",2,7676.629999999999,Cash,24.96,Delhi,North,Supermarket,"673, Bhandari Chowk, Delhi, India",Winter,Wednesday
TXN9400069,2024-09-20,11:02:55,CUST53955,Abram Kara,40,Male,Middle,Occasional,First-Time Shopper,No,"Green Tea, Headphones","Beverages, Electronics",2,6093.8099999999995,Cash,26.91,Kolkata,East,Supermarket,"H.No. 686, Roy Circle, Kolkata, India",Autumn,Friday
TXN1717437,2025-01-03,11:02:55,CUST75359,Raghav Kadakia,21,Male,High,Occasional,Budget Buyer,No,Jeans,Clothing,1,3666.55,Cash,6.67,Mumbai,West,Supermarket,"41/473, Vohra Path, Mumbai, India",Winter,Friday
TXN4024451,2024-08-31,11:02:55,CUST98959,Aaryahi Maharaj,41,Female,Middle,Occasional,Budget Buyer,No,"Kurta, Dal, Fruit Juice","Clothing, Groceries, Beverages",3,11594.57,Credit Card,0.0,Hyderabad,South,Supermarket,"53/74, Garg Street, Hyderabad, India",Monsoon,Saturday
TXN1034126,2024-10-26,11:02:55,CUST25026,Samar Karpe,35,Female,Middle,Monthly,First-Time Shopper,Yes,"Fruit Juice, Curtains","Beverages, Home Decor",2,4651.18,Credit Card,0.0,Ahmedabad,West,Supermarket,"68, Tiwari, Ahmedabad, India",Autumn,Saturday
TXN2377538,2024-12-02,11:02:55,CUST57796,Saanvi Khosla,27,Female,High,Weekly,First-Time Shopper,Yes,"Saree, Soap, Green Tea","Clothing, Personal Care, Beverages",3,8124.700000000001,Cash,0.0,Pune,West,Supermarket,"951, Rattan Marg, Pune, India",Winter,Monday
TXN9933114,2024-07-19,11:02:55,CUST65730,Arhaan Choudhury,21,Female,Low,Weekly,Frequent Shopper,No,"Smartphone, Face Cream, Curtains, Bread","Electronics, Personal Care, Home Decor, Groceries",4,11389.21,Credit Card,3.81,Jaipur,North,Supermarket,"23/701, Sandhu Road, Jaipur, India",Summer,Friday
TXN8845221,2024-07-19,11:02:55,CUST34802,Mannat Goda,34,Male,High,Occasional,First-Time Shopper,No,"Shirt, Dry Fruits, Headphones, Dry Fruits","Clothing, Snacks, Electronics, Snacks",4,6523.77,Cash,0.0,Lucknow,North,Supermarket,"07/151, Ramaswamy, Lucknow, India",Summer,Friday
TXN3204745,2024-06-19,11:02:55,CUST45760,Samiha Sama,19,Male,Low,Weekly,First-Time Shopper,No,"Namkeen, Dal, Milk","Snacks, Groceries, Groceries",3,3877.25,Debit Card,0.0,Ahmedabad,West,Supermarket,"32/304, Korpal Chowk, Ahmedabad, India",Summer,Wednesday
TXN3383728,2024-08-31,11:02:55,CUST31279,Shayak Sekhon,26,Male,High,Occasional,Luxury Shopper,Yes,"Kurta, Coffee, Energy Drink","Clothing, Groceries, Beverages",3,13659.789999999999,Credit Card,0.0,Kolkata,East,Supermarket,"61/15, Sastry, Kolkata, India",Monsoon,Saturday
TXN6393243,2024-05-07,11:02:55,CUST64101,Piya Sani,65,Male,High,Monthly,Budget Buyer,Yes,"Lamp, Shirt","Home Decor, Clothing",2,4982.97,Credit Card,28.88,Jaipur,North,Supermarket,"33/841, Bhatnagar Marg, Jaipur, India",Spring,Tuesday
TXN1237711,2024-11-28,11:02:55,CUST54420,Adira Chanda,61,Male,Low,Occasional,Budget Buyer,No,"Soft Drink, Jeans, Smartphone, Noodles","Beverages, Clothing, Electronics, Snacks",4,13558.580000000002,UPI,0.0,Chennai,South,Supermarket,"81/56, Bala Marg, Chennai, India",Autumn,Thursday
TXN2842676,2024-11-03,11:02:55,CUST93084,Anay Mani,28,Male,Low,Monthly,First-Time Shopper,Yes,"Curtains, Lamp, Green Tea","Home Decor, Home Decor, Beverages",3,1740.62,UPI,27.94,Kolkata,East,Supermarket,"05/18, Deep Ganj, Kolkata, India",Autumn,Sunday
TXN8618977,2024-02-17,11:02:55,CUST32234,Raghav Tandon,52,Male,High,Weekly,Frequent Shopper,Yes,"Trousers, Sugar, Curtains","Clothing, Groceries, Home Decor",3,8310.759999999998,Credit Card,12.66,Hyderabad,South,Supermarket,"36/35, Lalla Marg, Hyderabad, India",Winter,Saturday
TXN2814039,2024-06-02,11:02:55,CUST57271,Rania Lal,55,Male,High,Monthly,Budget Buyer,Yes,"Lamp, Tea, Flower Vase","Home Decor, Groceries, Home Decor",3,9069.47,UPI,18.05,Kolkata,East,Supermarket,"79, Dhar Ganj, Kolkata, India",Summer,Sunday
TXN7473312,2024-04-14,11:02:55,CUST59829,Hunar Din,18,Male,Low,Weekly,Budget Buyer,Yes,"Soap, Laptop, Biscuits, Fruit Juice","Personal Care, Electronics, Snacks, Beverages",4,8713.029999999999,Net Banking,0.0,Bangalore,South,Supermarket,"41/676, Batta Street, Bangalore, India",Spring,Sunday
TXN9727196,2024-08-07,11:02:55,CUST51201,Shanaya Dhillon,49,Male,High,Weekly,Frequent Shopper,No,"Trousers, Dry Fruits, Tea","Clothing, Snacks, Groceries",3,6176.469999999999,Net Banking,0.0,Mumbai,West,Supermarket,"096, Krish Road, Mumbai, India",Monsoon,Wednesday
TXN1094855,2024-10-18,11:02:55,CUST13510,Hansh Ramachandran,64,Female,Middle,Weekly,Budget Buyer,Yes,"Toothpaste, Noodles, Bluetooth Speaker","Personal Care, Snacks, Electronics",3,5341.219999999999,Debit Card,11.17,Pune,West,Supermarket,"32/683, Lal Road, Pune, India",Autumn,Friday
TXN9030125,2024-04-09,11:02:55,CUST35141,Anay Ramakrishnan,19,Female,High,Monthly,Budget Buyer,No,"Energy Drink, Chocolate, Curtains","Beverages, Snacks, Home Decor",3,5295.42,UPI,8.55,Mumbai,West,Supermarket,"29/516, Mammen Street, Mumbai, India",Spring,Tuesday
TXN4973885,2025-01-10,11:02:55,CUST41453,Ivana Dugal,36,Female,High,Weekly,Frequent Shopper,No,"Namkeen, Soft Drink, Bluetooth Speaker","Snacks, Beverages, Electronics",3,9422.35,Net Banking,0.0,Hyderabad,South,Supermarket,"H.No. 48, Gulati Street, Hyderabad, India",Winter,Friday
TXN3724817,2024-10-20,11:02:55,CUST95197,Advika Khare,55,Male,Middle,Occasional,Frequent Shopper,No,"Cushion Covers, Spices","Home Decor, Groceries",2,4185.58,Credit Card,0.0,Lucknow,North,Supermarket,"312, Lad Path, Lucknow, India",Autumn,Sunday
TXN8541832,2025-01-19,11:02:55,CUST88713,Hansh Sampath,34,Female,Low,Occasional,Luxury Shopper,No,"Kurta, Kurta, Fruit Juice, Wall Art","Clothing, Clothing, Beverages, Home Decor",4,8531.14,Net Banking,28.99,Kolkata,East,Supermarket,"76/63, Aggarwal Road, Kolkata, India",Winter,Sunday
TXN6122394,2024-12-10,11:02:55,CUST50382,Yasmin Ben,64,Male,High,Monthly,Budget Buyer,Yes,"Cushion Covers, Bread","Home Decor, Groceries",2,1716.44,Cash,9.56,Ahmedabad,West,Supermarket,"74/47, Garde Marg, Ahmedabad, India",Winter,Tuesday
TXN5868219,2024-04-02,11:02:55,CUST89108,Tiya Bhattacharyya,36,Female,Middle,Monthly,Frequent Shopper,No,"Green Tea, Bluetooth Speaker","Beverages, Electronics",2,5095.33,Credit Card,1.47,Ahmedabad,West,Supermarket,"H.No. 69, Kuruvilla Marg, Ahmedabad, India",Spring,Tuesday
TXN4542605,2025-01-11,11:02:55,CUST18060,Tarini Bhandari,42,Female,High,Monthly,First-Time Shopper,Yes,"Wall Art, Milk","Home Decor, Groceries",2,2487.61,Cash,0.0,Hyderabad,South,Supermarket,"92, Khare Zila, Hyderabad, India",Winter,Saturday
TXN9856807,2024-05-18,11:02:55,CUST65240,Devansh Kashyap,18,Male,Low,Occasional,First-Time Shopper,No,"Face Cream, Jeans, Soft Drink","Personal Care, Clothing, Beverages",3,12023.99,Net Banking,0.0,Delhi,North,Supermarket,"H.No. 352, Dixit Circle, Delhi, India",Spring,Saturday
TXN1181201,2024-10-28,11:02:55,CUST59203,Pranay Rege,27,Male,High,Weekly,Frequent Shopper,No,"Cushion Covers, Tablet, Chocolate","Home Decor, Electronics, Snacks",3,12443.529999999999,Debit Card,29.83,Chennai,South,Supermarket,"05, Rattan Nagar, Chennai, India",Autumn,Monday
TXN4573872,2024-02-12,11:02:55,CUST85563,Sumer Swaminathan,52,Male,Low,Weekly,Luxury Shopper,No,"Namkeen, Soap","Snacks, Personal Care",2,5521.59,Credit Card,0.0,Bangalore,South,Supermarket,"45, Bains Circle, Bangalore, India",Winter,Monday
TXN5673722,2024-05-26,11:02:55,CUST91012,Zeeshan Kadakia,38,Female,High,Occasional,Frequent Shopper,No,"Hoodie, Bluetooth Speaker","Clothing, Electronics",2,1817.35,Credit Card,29.51,Hyderabad,South,Supermarket,"H.No. 87, Dixit Circle, Hyderabad, India",Spring,Sunday
TXN4160159,2024-05-17,11:02:55,CUST47962,Mamooty Mahajan,65,Female,Middle,Weekly,First-Time Shopper,Yes,"Green Tea, Laptop, Noodles, Tablet","Beverages, Electronics, Snacks, Electronics",4,4762.57,Cash,29.63,Ahmedabad,West,Supermarket,"31/276, Kota Nagar, Ahmedabad, India",Spring,Friday
TXN5725671,2024-06-09,11:02:55,CUST95389,Kiaan Gill,33,Male,Middle,Weekly,Frequent Shopper,Yes,"Saree, Tablet, Tablet, Laptop","Clothing, Electronics, Electronics, Electronics",4,15352.84,Debit Card,21.08,Hyderabad,South,Supermarket,"48/22, Golla Road, Hyderabad, India",Summer,Sunday
TXN1871953,2024-03-08,11:02:55,CUST38144,Reyansh Tella,28,Female,Middle,Weekly,Frequent Shopper,Yes,"Bread, Dry Fruits","Groceries, Snacks",2,2546.23,Debit Card,0.0,Lucknow,North,Supermarket,"81/60, Wable Ganj, Lucknow, India",Spring,Friday
TXN7779103,2024-02-10,11:02:55,CUST49155,Zara Dash,64,Male,High,Occasional,Luxury Shopper,No,"Soft Drink, Shirt, Laptop, Shirt","Beverages, Clothing, Electronics, Clothing",4,13404.600000000002,Net Banking,8.35,Jaipur,North,Supermarket,"H.No. 17, Sarma Marg, Jaipur, India",Winter,Saturday
TXN8485554,2024-07-15,11:02:55,CUST70441,Sahil Jani,47,Female,High,Weekly,Frequent Shopper,No,"Tablet, Laptop, Shampoo","Electronics, Electronics, Personal Care",3,9654.279999999999,Credit Card,0.0,Kolkata,East,Supermarket,"H.No. 411, Sagar, Kolkata, India",Summer,Monday
TXN8592134,2024-08-24,11:02:55,CUST67173,Arhaan Sachdeva,48,Female,Middle,Weekly,Budget Buyer,No,"Wall Art, Curtains, Chocolate","Home Decor, Home Decor, Snacks",3,9114.5,Credit Card,18.37,Hyderabad,South,Supermarket,"H.No. 473, Rege, Hyderabad, India",Monsoon,Saturday
TXN2430058,2024-07-27,11:02:55,CUST86508,Mohanlal Chad,40,Male,High,Occasional,First-Time Shopper,Yes,"Lamp, Headphones, Lamp","Home Decor, Electronics, Home Decor",3,6562.86,Debit Card,0.0,Jaipur,North,Supermarket,"83/58, Dhaliwal Road, Jaipur, India",Summer,Saturday
TXN6813991,2024-05-01,11:02:55,CUST45616,Pari Bawa,31,Female,Low,Weekly,Budget Buyer,Yes,"Jeans, Cushion Covers, Green Tea","Clothing, Home Decor, Beverages",3,8115.370000000001,Net Banking,0.0,Jaipur,North,Supermarket,"771, Wali Street, Jaipur, India",Spring,Wednesday
TXN5346575,2024-11-17,11:02:55,CUST87357,Ayesha Sarkar,62,Female,Middle,Weekly,Luxury Shopper,No,"Saree, Soft Drink","Clothing, Beverages",2,8839.28,Net Banking,11.75,Delhi,North,Supermarket,"H.No. 568, Chatterjee Path, Delhi, India",Autumn,Sunday
TXN9672531,2024-08-17,11:02:55,CUST60238,Kiara Bava,27,Female,High,Monthly,Luxury Shopper,Yes,"Curtains, Sneakers, Face Cream","Home Decor, Clothing, Personal Care",3,12832.67,Debit Card,0.0,Bangalore,South,Supermarket,"74/479, Amble Road, Bangalore, India",Monsoon,Saturday
TXN7492334,2024-08-05,11:02:55,CUST43942,Nirvi Char,31,Female,High,Monthly,Frequent Shopper,No,"Lamp, Namkeen","Home Decor, Snacks",2,1729.67,Cash,0.0,Kolkata,East,Supermarket,"H.No. 892, Mandal Street, Kolkata, India",Monsoon,Monday
TXN5252843,2024-05-08,11:02:55,CUST12679,Yuvaan De,64,Male,High,Weekly,Luxury Shopper,Yes,"Rice, Sugar, Spices, Hair Oil","Groceries, Groceries, Groceries, Personal Care",4,11759.11,Cash,11.41,Hyderabad,South,Supermarket,"H.No. 996, Mall Path, Hyderabad, India",Spring,Wednesday
TXN8016323,2024-03-20,11:02:55,CUST11238,Arhaan Brahmbhatt,62,Male,Middle,Occasional,First-Time Shopper,Yes,Dal,Groceries,1,3785.24,UPI,0.0,Bangalore,South,Supermarket,"93/764, Bhatnagar Path, Bangalore, India",Spring,Wednesday
TXN9478635,2024-04-20,11:02:55,CUST11456,Navya Dutta,59,Female,High,Monthly,First-Time Shopper,No,"Shampoo, Face Cream, Wall Art, Hair Oil","Personal Care, Personal Care, Home Decor, Personal Care",4,14600.789999999999,Debit Card,17.08,Ahmedabad,West,Supermarket,"72/80, Dani Street, Ahmedabad, India",Spring,Saturday
TXN1311542,2024-08-11,11:02:55,CUST36819,Samar Kadakia,63,Female,Low,Monthly,Budget Buyer,Yes,"Green Tea, Fruit Juice, Energy Drink","Beverages, Beverages, Beverages",3,10145.84,Cash,0.0,Delhi,North,Supermarket,"600, Agrawal Circle, Delhi, India",Monsoon,Sunday
TXN7978243,2024-12-23,11:02:55,CUST55824,Kavya Magar,59,Male,Low,Weekly,Budget Buyer,Yes,"Curtains, Shirt, Bluetooth Speaker, Green Tea","Home Decor, Clothing, Electronics, Beverages",4,8243.91,Net Banking,25.72,Ahmedabad,West,Supermarket,"H.No. 188, Ahuja Circle, Ahmedabad, India",Winter,Monday
TXN6746178,2024-10-11,11:02:55,CUST71418,Rasha Dasgupta,41,Female,Low,Weekly,First-Time Shopper,Yes,"Smartwatch, Hoodie","Electronics, Clothing",2,6650.93,Cash,15.14,Ahmedabad,West,Supermarket,"H.No. 053, Luthra Chowk, Ahmedabad, India",Autumn,Friday
TXN9617129,2024-10-18,11:02:55,CUST21133,Inaaya  Issac,56,Male,Middle,Occasional,Luxury Shopper,No,"Trousers, Bluetooth Speaker","Clothing, Electronics",2,1934.95,Cash,3.34,Kolkata,East,Supermarket,"72/20, Ahluwalia Ganj, Kolkata, India",Autumn,Friday
TXN7076760,2024-09-14,11:02:55,CUST50831,Devansh Balasubramanian,61,Male,High,Monthly,Frequent Shopper,No,"Headphones, Energy Drink, Cushion Covers","Electronics, Beverages, Home Decor",3,4894.49,Credit Card,0.0,Kolkata,East,Supermarket,"16/92, Chaudry Street, Kolkata, India",Autumn,Saturday
TXN3857589,2024-02-25,11:02:55,CUST74293,Uthkarsh Sabharwal,23,Female,High,Monthly,Frequent Shopper,Yes,"Cushion Covers, Dry Fruits, Dry Fruits","Home Decor, Snacks, Snacks",3,9767.95,Cash,9.28,Mumbai,West,Supermarket,"21, Desai Path, Mumbai, India",Winter,Sunday
TXN7460499,2024-11-05,11:02:55,CUST82403,Stuvan Varghese,41,Male,High,Monthly,First-Time Shopper,Yes,"Kurta, Fruit Juice","Clothing, Beverages",2,3470.1,UPI,27.94,Jaipur,North,Supermarket,"19/807, Tripathi Nagar, Jaipur, India",Autumn,Tuesday
TXN4231826,2024-05-13,11:02:55,CUST10005,Amani Sha,44,Female,High,Occasional,Budget Buyer,Yes,"Trousers, Spices","Clothing, Groceries",2,5029.25,Net Banking,19.49,Jaipur,North,Supermarket,"929, Vala Road, Jaipur, India",Spring,Monday
TXN7434388,2024-11-29,11:02:55,CUST25092,Nitara Mammen,36,Female,Middle,Occasional,First-Time Shopper,Yes,"Bread, Chips","Groceries, Snacks",2,7688.92,Debit Card,26.39,Delhi,North,Supermarket,"35, Sodhi Circle, Delhi, India",Autumn,Friday
TXN8478809,2024-05-11,11:02:55,CUST71158,Ryan Manne,46,Male,Low,Weekly,Luxury Shopper,Yes,"Hair Oil, Energy Drink, Laptop","Personal Care, Beverages, Electronics",3,8692.630000000001,UPI,5.62,Kolkata,East,Supermarket,"638, Solanki, Kolkata, India",Spring,Saturday
TXN3887799,2024-11-17,11:02:55,CUST51837,Neelofar Sagar,60,Female,High,Weekly,Frequent Shopper,No,"Toothpaste, Jeans","Personal Care, Clothing",2,4698.28,UPI,14.26,Pune,West,Supermarket,"H.No. 95, Ramanathan Path, Pune, India",Autumn,Sunday
TXN2704264,2024-08-24,11:02:55,CUST70780,Baiju Ramaswamy,27,Female,High,Monthly,Luxury Shopper,Yes,"Noodles, Hair Oil, Soap, Coffee","Snacks, Personal Care, Personal Care, Groceries",4,12442.02,Credit Card,26.63,Delhi,North,Supermarket,"335, Vala Path, Delhi, India",Monsoon,Saturday
TXN1051555,2024-09-01,11:02:55,CUST25890,Amani Uppal,50,Male,High,Monthly,Luxury Shopper,No,"Coffee, Laptop","Groceries, Electronics",2,8476.75,UPI,0.0,Mumbai,West,Supermarket,"834, Sagar Marg, Mumbai, India",Autumn,Sunday
TXN2183737,2024-12-20,11:02:55,CUST55904,Neelofar Kuruvilla,39,Male,Middle,Occasional,Luxury Shopper,No,"Bluetooth Speaker, Energy Drink, Face Cream","Electronics, Beverages, Personal Care",3,10276.34,Credit Card,0.0,Ahmedabad,West,Supermarket,"16/19, Gill Nagar, Ahmedabad, India",Winter,Friday
TXN2969675,2024-09-07,11:02:55,CUST58610,Ivana Kohli,60,Female,High,Monthly,Budget Buyer,Yes,Namkeen,Snacks,1,3488.51,Credit Card,0.0,Delhi,North,Supermarket,"H.No. 30, Raj Street, Delhi, India",Autumn,Saturday
TXN5719545,2024-10-20,11:02:55,CUST12109,Dhruv Deshpande,42,Female,Middle,Monthly,Budget Buyer,No,"Rice, Cushion Covers, Fruit Juice","Groceries, Home Decor, Beverages",3,5832.41,Debit Card,18.79,Chennai,South,Supermarket,"99/094, Kala Zila, Chennai, India",Autumn,Sunday
TXN2590896,2024-02-26,11:02:55,CUST62115,Jivika Gade,47,Male,Low,Weekly,Luxury Shopper,No,"Energy Drink, Chips","Beverages, Snacks",2,3809.42,Cash,18.91,Lucknow,North,Supermarket,"20/279, Rana Circle, Lucknow, India",Winter,Monday
TXN9076329,2024-05-26,11:02:55,CUST31735,Raghav Gala,21,Male,Middle,Occasional,Luxury Shopper,No,"Tablet, Namkeen, Rice","Electronics, Snacks, Groceries",3,8861.26,Cash,11.49,Pune,West,Supermarket,"H.No. 81, Mand Zila, Pune, India",Spring,Sunday
TXN5066792,2024-07-12,11:02:55,CUST50321,Anika Rattan,24,Male,High,Weekly,Frequent Shopper,No,"Namkeen, Kurta","Snacks, Clothing",2,6860.14,Credit Card,0.0,Pune,West,Supermarket,"845, Dora Circle, Pune, India",Summer,Friday
TXN3384534,2024-10-23,11:02:55,CUST58087,Purab Raj,49,Male,High,Occasional,Frequent Shopper,Yes,Coffee,Groceries,1,1598.54,Debit Card,0.0,Pune,West,Supermarket,"H.No. 00, Vig, Pune, India",Autumn,Wednesday
TXN4805106,2024-11-08,11:02:55,CUST35379,Aaina Chanda,51,Male,Middle,Monthly,First-Time Shopper,No,"Saree, Shampoo, Noodles","Clothing, Personal Care, Snacks",3,6337.56,Credit Card,0.0,Ahmedabad,West,Supermarket,"86/58, Wali Nagar, Ahmedabad, India",Autumn,Friday
TXN3102462,2024-10-04,11:02:55,CUST42959,Nirvi Chanda,47,Female,Low,Occasional,Frequent Shopper,No,"Face Cream, Smartwatch, Jeans, Trousers","Personal Care, Electronics, Clothing, Clothing",4,8586.68,UPI,0.0,Mumbai,West,Supermarket,"H.No. 080, Kari Path, Mumbai, India",Autumn,Friday
TXN2581568,2024-03-07,11:02:55,CUST23065,Dhanush Mane,61,Female,Low,Occasional,First-Time Shopper,No,"Green Tea, Kurta, Toothpaste","Beverages, Clothing, Personal Care",3,9187.61,UPI,18.41,Ahmedabad,West,Supermarket,"43, Kapoor Path, Ahmedabad, India",Spring,Thursday
TXN7680849,2024-03-17,11:02:55,CUST52247,Piya Borah,25,Female,Middle,Occasional,Frequent Shopper,Yes,Hoodie,Clothing,1,476.68,Debit Card,0.0,Ahmedabad,West,Supermarket,"92/555, Krishna Marg, Ahmedabad, India",Spring,Sunday
TXN5954695,2024-04-19,11:02:55,CUST52207,Rati Sankaran,38,Female,High,Weekly,Luxury Shopper,No,Soft Drink,Beverages,1,418.68,Net Banking,0.0,Bangalore,South,Supermarket,"46/90, Ben Nagar, Bangalore, India",Spring,Friday
TXN8487473,2024-04-04,11:02:55,CUST12671,Rania Sachdeva,65,Female,Low,Occasional,Frequent Shopper,Yes,"Hair Oil, Chips","Personal Care, Snacks",2,1429.0900000000001,Credit Card,0.0,Mumbai,West,Supermarket,"12/36, Deshpande Street, Mumbai, India",Spring,Thursday
TXN5152455,2024-12-10,11:02:55,CUST49047,Ritvik Rao,51,Male,High,Occasional,Budget Buyer,Yes,"Trousers, Shirt, Hoodie, Soap","Clothing, Clothing, Clothing, Personal Care",4,11811.970000000001,Debit Card,0.0,Pune,West,Supermarket,"47/002, Bhardwaj Path, Pune, India",Winter,Tuesday
TXN7344226,2024-05-31,11:02:55,CUST64214,Vihaan Wason,53,Female,High,Occasional,Frequent Shopper,Yes,"Chocolate, Curtains","Snacks, Home Decor",2,7174.4400000000005,UPI,23.4,Mumbai,West,Supermarket,"72/446, Rastogi Nagar, Mumbai, India",Spring,Friday
